PESEL,id_driver,name,surname,gender
10530464768,184,Michal,Kowalski,Mezczyzna
15565761800,185,Adam,Nowak,Mezczyzna
17235990218,186,Alicja,Nazar,Kobieta
19153297225,187,Adam,Nowak,Mezczyzna
18632980132,188,Alicja,Kowalski,Kobieta
11818849391,189,Alicja,Kowalski,Kobieta
14131474456,190,Krzysztof,Nazar,Mezczyzna
16788903692,191,Marcel,Nowak,Mezczyzna
10244964275,192,Adam,Kowalski,Mezczyzna
18910714505,193,Michal,Nowak,Mezczyzna
13416323116,194,Krzysztof,Kuprianowicz,Mezczyzna
15960246793,195,Mikolaj,Stachura,Mezczyzna
16079947466,196,Marcel,Kuprianowicz,Mezczyzna
11850816536,197,Alicja,Nowak,Kobieta
17366528406,198,Michal,Stachura,Mezczyzna
13696589822,199,Adam,Kuprianowicz,Mezczyzna
19340770749,200,Krzysztof,Kowalski,Mezczyzna
16137393070,201,Michal,Jacyno,Mezczyzna
11980749943,202,Krzysztof,Kowalski,Mezczyzna
10784679291,203,Marcel,Nazar,Mezczyzna
13269895411,204,Adam,Stachura,Mezczyzna
13797089423,205,Marcel,Kowalski,Mezczyzna
11365556545,206,Michal,Nowak,Mezczyzna
17476169928,207,Krzysztof,Kowalski,Mezczyzna
18213607126,208,Mikolaj,Stachura,Mezczyzna
14724831938,209,Marcel,Nazar,Mezczyzna
19244161423,210,Alicja,Nowak,Kobieta
13126308997,211,Mikolaj,Stachura,Mezczyzna
15823325511,212,Mikolaj,Nazar,Mezczyzna
11862303401,213,Michal,Nowak,Mezczyzna
18162227939,214,Krzysztof,Stachura,Mezczyzna
13770388013,215,Krzysztof,Jacyno,Mezczyzna
12254076791,216,Krzysztof,Nowak,Mezczyzna
17729760394,217,Alicja,Kuprianowicz,Kobieta
14716431645,218,Alicja,Nazar,Kobieta
13278833116,219,Adam,Kowalski,Mezczyzna
15771264041,220,Krzysztof,Kuprianowicz,Mezczyzna
18261704046,221,Michal,Stachura,Mezczyzna
11233963485,222,Krzysztof,Jacyno,Mezczyzna
14179809667,223,Krzysztof,Kowalski,Mezczyzna
14398419333,224,Michal,Nazar,Mezczyzna
17901088178,225,Michal,Stachura,Mezczyzna
14940820367,226,Marcel,Jacyno,Mezczyzna
14945488122,227,Michal,Kowalski,Mezczyzna
13738418054,228,Alicja,Kowalski,Kobieta
12943708621,229,Adam,Kuprianowicz,Mezczyzna
11422619013,230,Mikolaj,Nazar,Mezczyzna
13941437120,231,Michal,Stachura,Mezczyzna
14691275947,232,Mikolaj,Nowak,Mezczyzna
17487774154,233,Michal,Nowak,Mezczyzna
12381704452,234,Alicja,Kowalski,Kobieta
15549040241,235,Marcel,Nazar,Mezczyzna
16052656293,236,Krzysztof,Nowak,Mezczyzna
18261854356,237,Mikolaj,Kuprianowicz,Mezczyzna
19240580391,238,Mikolaj,Stachura,Mezczyzna
14108456714,239,Mikolaj,Jacyno,Mezczyzna
14462339760,240,Krzysztof,Stachura,Mezczyzna
18373734316,241,Alicja,Nazar,Kobieta
11819911990,242,Krzysztof,Jacyno,Mezczyzna
12437020564,243,Alicja,Kowalski,Kobieta
14837904784,244,Mikolaj,Jacyno,Mezczyzna
17193354148,245,Adam,Jacyno,Mezczyzna
11513595866,246,Alicja,Nazar,Kobieta
11948113812,247,Marcel,Nazar,Mezczyzna
15071404091,248,Adam,Nowak,Mezczyzna
10033487740,249,Adam,Nazar,Mezczyzna
14067256437,250,Michal,Nazar,Mezczyzna
16724734709,251,Mikolaj,Jacyno,Mezczyzna
17504514352,252,Marcel,Stachura,Mezczyzna
11631025948,253,Marcel,Nazar,Mezczyzna
13560503956,254,Alicja,Jacyno,Kobieta
14609060910,255,Marcel,Nowak,Mezczyzna
19720149934,256,Mikolaj,Nowak,Mezczyzna
12793115523,257,Marcel,Jacyno,Mezczyzna
14716555048,258,Alicja,Stachura,Kobieta
10527549882,259,Mikolaj,Stachura,Mezczyzna
18124053045,260,Marcel,Stachura,Mezczyzna
13422768908,261,Alicja,Nowak,Kobieta
11393439448,262,Alicja,Nazar,Kobieta
14043481237,263,Marcel,Nowak,Mezczyzna
14130614486,264,Alicja,Kowalski,Kobieta
18913636292,265,Adam,Stachura,Mezczyzna
18076185385,266,Adam,Nowak,Mezczyzna
16831339023,267,Marcel,Kuprianowicz,Mezczyzna
10110917385,268,Mikolaj,Stachura,Mezczyzna
19216380267,269,Mikolaj,Nazar,Mezczyzna
16387879877,270,Adam,Nazar,Mezczyzna
16465419390,271,Alicja,Nowak,Kobieta
10147502060,272,Marcel,Nowak,Mezczyzna
11128689614,273,Adam,Kuprianowicz,Mezczyzna
14636478710,274,Marcel,Nazar,Mezczyzna
17556022101,275,Mikolaj,Jacyno,Mezczyzna
18920682040,276,Alicja,Stachura,Kobieta
14215587168,277,Mikolaj,Nazar,Mezczyzna
18383350913,278,Krzysztof,Nowak,Mezczyzna
10636097018,279,Mikolaj,Kuprianowicz,Mezczyzna
19952476299,280,Marcel,Nazar,Mezczyzna
10572189825,281,Krzysztof,Nazar,Mezczyzna
12830630780,282,Adam,Kuprianowicz,Mezczyzna
15951269790,283,Marcel,Kowalski,Mezczyzna
17693939363,284,Marcel,Kowalski,Mezczyzna
13674218143,285,Adam,Stachura,Mezczyzna
17341243720,286,Mikolaj,Jacyno,Mezczyzna
10144493992,287,Michal,Kowalski,Mezczyzna
12180961065,288,Adam,Kowalski,Mezczyzna
19033725806,289,Michal,Kowalski,Mezczyzna
16200820560,290,Krzysztof,Nazar,Mezczyzna
14620290384,291,Krzysztof,Nazar,Mezczyzna
14684560515,292,Adam,Nazar,Mezczyzna
15843116984,293,Michal,Nowak,Mezczyzna
10282188948,294,Krzysztof,Nowak,Mezczyzna
12452981636,295,Alicja,Nazar,Kobieta
16504164294,296,Alicja,Kowalski,Kobieta
11622306799,297,Adam,Kowalski,Mezczyzna
17958012385,298,Marcel,Stachura,Mezczyzna
13585771138,299,Marcel,Nazar,Mezczyzna
18566371300,300,Michal,Jacyno,Mezczyzna
19759758637,301,Alicja,Jacyno,Kobieta
11929685083,302,Adam,Jacyno,Mezczyzna
17893448535,303,Mikolaj,Nowak,Mezczyzna
19923179275,304,Marcel,Nowak,Mezczyzna
10130437576,305,Marcel,Kowalski,Mezczyzna
17316368454,306,Krzysztof,Jacyno,Mezczyzna
19768011021,307,Mikolaj,Nowak,Mezczyzna
18416780213,308,Krzysztof,Stachura,Mezczyzna
13757619152,309,Marcel,Kowalski,Mezczyzna
14073389406,310,Mikolaj,Kowalski,Mezczyzna
19598690986,311,Krzysztof,Kowalski,Mezczyzna
14095520260,312,Marcel,Stachura,Mezczyzna
13540731103,313,Krzysztof,Stachura,Mezczyzna
10059069976,314,Michal,Kowalski,Mezczyzna
13815704847,315,Alicja,Jacyno,Kobieta
17568137344,316,Krzysztof,Kuprianowicz,Mezczyzna
18975273395,317,Michal,Kuprianowicz,Mezczyzna
18775294519,318,Adam,Jacyno,Mezczyzna
18522889608,319,Marcel,Stachura,Mezczyzna
12535659466,320,Michal,Stachura,Mezczyzna
17370959875,321,Marcel,Kuprianowicz,Mezczyzna
17828440884,322,Krzysztof,Stachura,Mezczyzna
11250853214,323,Krzysztof,Nowak,Mezczyzna
15940777203,324,Adam,Nazar,Mezczyzna
14505945024,325,Adam,Nazar,Mezczyzna
19642849107,326,Michal,Kowalski,Mezczyzna
12480855359,327,Marcel,Kowalski,Mezczyzna
10198844682,328,Mikolaj,Jacyno,Mezczyzna
15923017515,329,Alicja,Nowak,Kobieta
13756838756,330,Mikolaj,Stachura,Mezczyzna
17381483317,331,Alicja,Stachura,Kobieta
13040583570,332,Alicja,Kowalski,Kobieta
12101252399,333,Adam,Jacyno,Mezczyzna
18039146691,334,Marcel,Nowak,Mezczyzna
11359824837,335,Alicja,Kuprianowicz,Kobieta
17204311304,336,Michal,Jacyno,Mezczyzna
12532535358,337,Marcel,Stachura,Mezczyzna
17511409714,338,Adam,Stachura,Mezczyzna
16085208418,339,Krzysztof,Nowak,Mezczyzna
15707345637,340,Mikolaj,Kuprianowicz,Mezczyzna
16433088557,341,Krzysztof,Jacyno,Mezczyzna
17366126412,342,Alicja,Kuprianowicz,Kobieta
16562099989,343,Alicja,Stachura,Kobieta
16834101125,344,Alicja,Kowalski,Kobieta
10473395203,345,Marcel,Nowak,Mezczyzna
18656418004,346,Krzysztof,Kowalski,Mezczyzna
19814990889,347,Mikolaj,Jacyno,Mezczyzna
15960411363,348,Krzysztof,Nazar,Mezczyzna
16593804223,349,Krzysztof,Nazar,Mezczyzna
10781257065,350,Mikolaj,Nazar,Mezczyzna
13388239804,351,Mikolaj,Jacyno,Mezczyzna
18329554075,352,Krzysztof,Jacyno,Mezczyzna
10600983545,353,Krzysztof,Stachura,Mezczyzna
19816375243,354,Krzysztof,Kuprianowicz,Mezczyzna
16555046122,355,Marcel,Nazar,Mezczyzna
18122396919,356,Adam,Jacyno,Mezczyzna
17970614275,357,Adam,Jacyno,Mezczyzna
17345582362,358,Alicja,Nowak,Kobieta
16848085991,359,Krzysztof,Nazar,Mezczyzna
12621853513,360,Michal,Nowak,Mezczyzna
15739657923,361,Adam,Nazar,Mezczyzna
16297743595,362,Krzysztof,Nowak,Mezczyzna
18232662437,363,Mikolaj,Stachura,Mezczyzna
14342888253,364,Alicja,Nazar,Kobieta
16665976855,365,Marcel,Nazar,Mezczyzna
11461602154,366,Marcel,Kowalski,Mezczyzna
18993500724,367,Krzysztof,Nazar,Mezczyzna
19181083427,368,Adam,Jacyno,Mezczyzna
12098873416,369,Alicja,Nazar,Kobieta
18280930299,370,Marcel,Nowak,Mezczyzna
17691272276,371,Alicja,Nowak,Kobieta
12030922964,372,Mikolaj,Kuprianowicz,Mezczyzna
13257532633,373,Alicja,Kowalski,Kobieta
17361580251,374,Alicja,Jacyno,Kobieta
18440006562,375,Adam,Jacyno,Mezczyzna
14790491020,376,Alicja,Nazar,Kobieta
19181612884,377,Mikolaj,Nowak,Mezczyzna
14297935311,378,Marcel,Jacyno,Mezczyzna
13593918788,379,Michal,Kuprianowicz,Mezczyzna
13884008147,380,Adam,Kuprianowicz,Mezczyzna
18804444556,381,Krzysztof,Jacyno,Mezczyzna
14857778840,382,Adam,Nowak,Mezczyzna
17901382451,383,Alicja,Jacyno,Kobieta
10874789257,384,Alicja,Stachura,Kobieta
13348578286,385,Marcel,Nowak,Mezczyzna
16212288499,386,Marcel,Jacyno,Mezczyzna
16830652616,387,Krzysztof,Jacyno,Mezczyzna
11702952092,388,Alicja,Nazar,Kobieta
16213215493,389,Adam,Kuprianowicz,Mezczyzna
17454843736,390,Adam,Nazar,Mezczyzna
17024926160,391,Marcel,Nazar,Mezczyzna
14194108945,392,Krzysztof,Stachura,Mezczyzna
17986136835,393,Michal,Nazar,Mezczyzna
11305742005,394,Adam,Kowalski,Mezczyzna
15804245845,395,Mikolaj,Nowak,Mezczyzna
12095628795,396,Adam,Kowalski,Mezczyzna
13624418340,397,Michal,Nazar,Mezczyzna
13266615889,398,Alicja,Nowak,Kobieta
13865596115,399,Michal,Jacyno,Mezczyzna
12123103956,400,Adam,Kuprianowicz,Mezczyzna
10005386256,401,Krzysztof,Jacyno,Mezczyzna
10750360771,402,Marcel,Nowak,Mezczyzna
10767281865,403,Adam,Nowak,Mezczyzna
10861310965,404,Krzysztof,Nazar,Mezczyzna
19414567509,405,Alicja,Nowak,Kobieta
11222489373,406,Alicja,Kowalski,Kobieta
12908192361,407,Adam,Nazar,Mezczyzna
12231962063,408,Mikolaj,Nowak,Mezczyzna
15615008667,409,Michal,Jacyno,Mezczyzna
15073635350,410,Marcel,Nazar,Mezczyzna
12149440419,411,Adam,Jacyno,Mezczyzna
13725045387,412,Krzysztof,Nazar,Mezczyzna
17898117236,413,Krzysztof,Jacyno,Mezczyzna
15921245133,414,Michal,Nazar,Mezczyzna
10633208904,415,Alicja,Stachura,Kobieta
17365530430,416,Marcel,Stachura,Mezczyzna
19234005640,417,Adam,Nowak,Mezczyzna
16724114142,418,Adam,Kuprianowicz,Mezczyzna
14292193982,419,Adam,Jacyno,Mezczyzna
12182399395,420,Marcel,Nazar,Mezczyzna
11210497171,421,Krzysztof,Stachura,Mezczyzna
14200445764,422,Michal,Jacyno,Mezczyzna
17277422059,423,Alicja,Nowak,Kobieta
13435053955,424,Mikolaj,Stachura,Mezczyzna
11743047635,425,Michal,Nowak,Mezczyzna
17791414559,426,Michal,Kowalski,Mezczyzna
11548657312,427,Marcel,Kowalski,Mezczyzna
16449416101,428,Alicja,Nowak,Kobieta
16031037020,429,Michal,Kowalski,Mezczyzna
15773400580,430,Michal,Jacyno,Mezczyzna
16844331482,431,Michal,Nazar,Mezczyzna
14667593080,432,Adam,Kowalski,Mezczyzna
14203844545,433,Michal,Jacyno,Mezczyzna
11826578997,434,Mikolaj,Nowak,Mezczyzna
19350206001,435,Michal,Nowak,Mezczyzna
15917224202,436,Krzysztof,Stachura,Mezczyzna
16776686784,437,Krzysztof,Jacyno,Mezczyzna
16592725478,438,Adam,Nazar,Mezczyzna
15584143016,439,Marcel,Stachura,Mezczyzna
13753194744,440,Michal,Kuprianowicz,Mezczyzna
13016775909,441,Marcel,Jacyno,Mezczyzna
18420521654,442,Mikolaj,Nazar,Mezczyzna
18915932612,443,Michal,Stachura,Mezczyzna
18783351607,444,Marcel,Nowak,Mezczyzna
11667349256,445,Alicja,Jacyno,Kobieta
14847045715,446,Krzysztof,Nazar,Mezczyzna
18606195455,447,Adam,Jacyno,Mezczyzna
12244298594,448,Mikolaj,Kowalski,Mezczyzna
15314374407,449,Alicja,Nazar,Kobieta
11619784489,450,Krzysztof,Kuprianowicz,Mezczyzna
14365652147,451,Michal,Kowalski,Mezczyzna
11456608773,452,Mikolaj,Kuprianowicz,Mezczyzna
13499119028,453,Krzysztof,Nazar,Mezczyzna
10516049258,454,Michal,Nazar,Mezczyzna
19022622569,455,Michal,Kuprianowicz,Mezczyzna
12761580954,456,Marcel,Nazar,Mezczyzna
16277913093,457,Alicja,Kowalski,Kobieta
12807690969,458,Mikolaj,Jacyno,Mezczyzna
18264032725,459,Michal,Stachura,Mezczyzna
14299924735,460,Mikolaj,Stachura,Mezczyzna
12366531897,461,Alicja,Nowak,Kobieta
18179191159,462,Marcel,Nazar,Mezczyzna
13038853234,463,Marcel,Nowak,Mezczyzna
14357623196,464,Adam,Kowalski,Mezczyzna
18254082131,465,Krzysztof,Kowalski,Mezczyzna
11997088732,466,Alicja,Jacyno,Kobieta
12657085784,467,Krzysztof,Nazar,Mezczyzna
18164614392,468,Alicja,Jacyno,Kobieta
12485049956,469,Adam,Kowalski,Mezczyzna
10007970084,470,Alicja,Kowalski,Kobieta
10367200503,471,Krzysztof,Nowak,Mezczyzna
13835470721,472,Adam,Nazar,Mezczyzna
18509138970,473,Adam,Kuprianowicz,Mezczyzna
11937307731,474,Adam,Kowalski,Mezczyzna
13177259087,475,Marcel,Kuprianowicz,Mezczyzna
15677930747,476,Mikolaj,Nowak,Mezczyzna
19443351334,477,Michal,Kowalski,Mezczyzna
10980503794,478,Krzysztof,Nazar,Mezczyzna
12910458654,479,Mikolaj,Kuprianowicz,Mezczyzna
13134010182,480,Alicja,Kuprianowicz,Kobieta
12033474018,481,Mikolaj,Nazar,Mezczyzna
14957761921,482,Adam,Kuprianowicz,Mezczyzna
14337752535,483,Mikolaj,Kuprianowicz,Mezczyzna
15922300876,484,Marcel,Nazar,Mezczyzna
12459381075,485,Adam,Stachura,Mezczyzna
18862887241,486,Michal,Nazar,Mezczyzna
10668615044,487,Michal,Kowalski,Mezczyzna
12635072452,488,Adam,Nowak,Mezczyzna
16402562080,489,Mikolaj,Jacyno,Mezczyzna
11210898797,490,Alicja,Nowak,Kobieta
14336877093,491,Michal,Kowalski,Mezczyzna
15251269812,492,Krzysztof,Stachura,Mezczyzna
17979204992,493,Alicja,Jacyno,Kobieta
16191818536,494,Mikolaj,Jacyno,Mezczyzna
10358223482,495,Marcel,Nazar,Mezczyzna
11862283234,496,Marcel,Jacyno,Mezczyzna
15872446451,497,Alicja,Jacyno,Kobieta
11530786740,498,Mikolaj,Nazar,Mezczyzna
14218962293,499,Alicja,Jacyno,Kobieta
12444847751,500,Adam,Nazar,Mezczyzna
10913138898,501,Krzysztof,Jacyno,Mezczyzna
16228720513,502,Michal,Kuprianowicz,Mezczyzna
19554690778,503,Krzysztof,Jacyno,Mezczyzna
17490501916,504,Marcel,Kuprianowicz,Mezczyzna
18952475315,505,Adam,Nowak,Mezczyzna
15646436526,506,Michal,Stachura,Mezczyzna
11331791557,507,Michal,Nowak,Mezczyzna
12974124177,508,Krzysztof,Stachura,Mezczyzna
13553247702,509,Mikolaj,Kowalski,Mezczyzna
17614383323,510,Krzysztof,Jacyno,Mezczyzna
10145356217,511,Alicja,Nazar,Kobieta
14415359278,512,Michal,Jacyno,Mezczyzna
19981061572,513,Alicja,Kuprianowicz,Kobieta
16123495052,514,Adam,Kowalski,Mezczyzna
14284116228,515,Michal,Kowalski,Mezczyzna
14090506566,516,Marcel,Jacyno,Mezczyzna
15209563644,517,Mikolaj,Nazar,Mezczyzna
14366057712,518,Michal,Jacyno,Mezczyzna
19308146128,519,Alicja,Kuprianowicz,Kobieta
11046597922,520,Adam,Stachura,Mezczyzna
18692838435,521,Michal,Kowalski,Mezczyzna
15937609523,522,Alicja,Nazar,Kobieta
13810415459,523,Adam,Jacyno,Mezczyzna
15776223885,524,Adam,Nowak,Mezczyzna
12068709866,525,Mikolaj,Kuprianowicz,Mezczyzna
18310612745,526,Adam,Nazar,Mezczyzna
13964141430,527,Krzysztof,Kuprianowicz,Mezczyzna
15178031888,528,Alicja,Nazar,Kobieta
16632909289,529,Marcel,Kuprianowicz,Mezczyzna
18920421511,530,Michal,Nowak,Mezczyzna
13889962386,531,Krzysztof,Kowalski,Mezczyzna
19490857940,532,Mikolaj,Stachura,Mezczyzna
11897776526,533,Marcel,Stachura,Mezczyzna
15906349968,534,Marcel,Kowalski,Mezczyzna
17725286968,535,Michal,Kowalski,Mezczyzna
17520422846,536,Alicja,Jacyno,Kobieta
12288506782,537,Marcel,Nazar,Mezczyzna
14843705073,538,Adam,Stachura,Mezczyzna
15387290934,539,Marcel,Stachura,Mezczyzna
18847052303,540,Alicja,Stachura,Kobieta
